,index,tweet,target
5510,291,キザ 男 見 てる,3
5511,292,そう むぎ,3
5512,293,ゆう たは かわいい,3
5513,294,誕生日 おめでとう 素敵 0 年 し ください これから コム ドット よろしくお願いします,3
5514,295,重た すぎる 一重,3
5515,296,母親 オタク 草,3
5516,297,あ むぎ りの 編集 し てる 姿 誰 かっく いい,3
5517,298,後ろ姿 いいね 伸び,3
5518,299,大阪 オフ会 お 疲れ した いつも 手伝っ くれ 本当に ありがとう 素直 感謝,3
5519,300,ありがとう,3
5520,301,0 万 人 だー 人類 全員 知ら れる ごり 進む,3
5521,302,グッと くる ファン,3
5522,303,ゆう あむ ぎり 写真 撮ろ し ミス 自分 入っ ちゃっ 浪,3
5523,304,キザ 男 見 てる,3
5524,305,ゆ うた 後部座席 運転 する の 趣味,3
5525,306,池見 くん ボケ ください それ,3
5526,307,そんな 約束 恐ろし すぎ,3
5527,308,人生 初 パーマ かけ て ゆ うた 見 き,3
5528,309,キザ 男 見 てる,3
5529,310,めっちゃ おもろい それ,3
5530,311,焼肉 行き,3
5531,312,頑張れ,3
5532,313,いい,3
5533,314,おれ 後ろ 風当 く いい 嘘 あっちゃん あむ ぎりはついてきてるんじゃなくて 支え くれ てる ここ ミソ コム ドット かくて 強い 土台,3
5534,315,親友,3
5535,316,やまと ニット帽 くれ ー,3
5536,317,ちょっと 酔っ てる 俺 笑,3
5537,318,俺 たち リーダー 言う ん 間違い,3
5538,319,パントキック 最高 昨日 ありがとう,3
5539,320,俺 アフリカ 行く ん,3
5540,321,この 0 人 危ない 明日 動画 見 ください,3
5541,322,持ち上げ られる の 嫌 そう なゆ うた,3
5542,323,極悪 見せ いけ 表情,3
5543,324,何回 何回 擦り 続け ラファエル 野球拳 Twitter バズ ら せ く れぇ ほんとに 頼み,3
5544,325,今日 ラブ 川 さん 動画 出 くれ みんな 今日の動画 み,3
5545,326,タコ まお wwwww,3
5546,327,タバコ 一緒 吸っ てる 時 以外 不仲 ゆうま タバコ めん こー ゆーや 限っ やめ がち,3
5547,328,めっちゃ おもろい それ,3
5548,329,この ポーズ やる ため どう やっ やる の 聞い 何回 練習 みたい し て うけ やまと,3
5549,330,デジャブ,3
5550,331,誕生日 祝っ いただき ほんとに ありがとう こんな 沢山 人 祝っ もらう 初めて 死ぬ 嬉しかっ 本当にありがとうございました 0 週間 後 当日 みんな 祝っ 笑笑,3
5551,332,ゆう おめでとう,3
5552,333,来年 髪 伸ばし 行こ,3
5553,334,おもろく なん こりゃ あぁ あああ こいつ いかれ てん の,3
5554,335,なん こりゃ あぁ あああ,3
5555,336,これ うま すぎ びびり みんな きくん 歌声 世の中 届け くれー リツイート よろしく 頼む,3
5556,337,母ちゃん 送ら れ き 寝坊 未然 防い くれ ありがとう 寝起き 記憶 ない もん,3
5557,338,寒く なっ くる タバコ うまく なる タバ テロ PV 制作 対決,3
5558,339,今回 オフ会 電撃 僕 参戦 し みんな 来,3
5559,340,テンパ 消し てる おれ みんな 想像 し クスッと 笑 良い 0 日 締めくくり し くれ い 笑,3
5560,341,それ 0 番 草 実際,3
5561,342,こんな こと つぶやい とい 今 遊び 行く 自分 草,3
5562,343,こんな 蛍光 色 着 い 0時 家 帰る 誠実 系 YouTuber やら せ 貰っ,3
5563,344,そんな こと 言い いつも お腹 空い 僕 ご飯 食べ させ くれ てる 池見 くん 感謝 ありません,3
5564,345,ゆう 俺 抱きつい てる 彼女 役 調子 こく タコ,3
5565,346,チャンネル 登録 0 人 満た なけなし 銭 クレープ 眺め てる 様子 ご覧 ください 今 なっ 0 人 コム ドット もっと 頑張り,3
5566,347,コラボ 紅葉 見 行こ,3
5567,348,汗,3
5568,349,ゆう オフショット 好評 あ むぎ オフショット 載せ みる なんと 言っ 温泉 季節 やって来 気分 紅葉 し おり,3
5569,350,ゆう 口開け すぎ,3
5570,351,ホンネ 出,3
5571,352,ハロウィン 言う こと 名言 言わ せ ください ミルクティー レモンティー 交わら ありがとう,3
5572,353,勘弁 し ください 優しく 後輩 思い 誰 僕たち こと 考え くれ てる 池見 旦那,3
5573,354,幅広く 生き こう 思っ 気づい こう なっ,3
5574,355,ゆ うた 彼氏 役 張ら せ もらい,3
5575,356,久々 この 動画 見 みんな めっちゃ 気合 入れ カッコ つけ てる の あむ ぎりだけ 丸坊主 草原 広がっ,3
5576,357,彼女 目線 需要 ない ランキング 世界 0 位,3
5577,358,冬 き 嬉しい 0 年 前,3
5578,359,そんな ツイート し てる 暇 あっ 降り 走れ こち とら ビール 頼め ないん 縛り上げ ゆ うた けつ 叩か す,3
5579,360,動画 楽しみ 待っ,3
5580,361,何 起き マナル 隊 応援 し つづける ぉおおおおおおおおお 本当に 心から 復活 お待ち し おり,3
5581,362,ほんと,3
5582,363,がんばり まーす,3
5583,364,よかっ,3
5584,365,ありがとう,3
5585,366,,3
5586,367,ふざけ の あげる 笑笑,3
5587,368,頑張り,3
5588,369,こー ゆ ー こと し 行き,3
5589,370,いえーい,3
5590,371,無理,3
5591,372,もちろん,3
5592,373,気持ち 高ぶら せ まっ,3
5593,374,親父 殴ら れ た事 ない の テンション,3
5594,375,編集 軸 休憩 一緒 いつも お疲れ様,3
5595,376,この 人達 チャンネル 登録 し インスタ フォロー し ツイッター フォロー する 人生 豊か なり 信じる 信じ あなた 次第 臭い こと 言い 信じ ください 頼み,3
5596,377,台風 消え さらん かー い,3
5597,378,コム ドット,3
5598,379,台風 消え去ら,3
5599,380,揺れ すぎ,3
5600,381,ちんと 揺れ すぎ 池見 くん,3
5601,382,ある日 ゆうま 休憩 スーツ カッコ つけ 地元 駄菓子屋 横 楽しく 話す 日常 楽しかっ する し 頭で,3
5602,383,オフ会 ありがとう やまと み キザ 王 俺 なる,3
5603,384,明日 みんな オフ会 お願い し,3
5604,385,病み上がり マイナス 0キロ 男 いくら 痩せ 骨 かっこいい 問題 こう 見え 元気 モリモリ やまちゃん,3
5605,386,0 周年 祝い 友達 ワイン 頂き ワイン 好き なんか すごい 嬉しかっ 友達 大切,3
5606,387,頑張っ てる 涙 出る むぎ いつも 編集 お疲れ様,3
5607,388,あと 少し コム ドット 一 周年 0 年間 本当に 短い よう 長く めちゃめちゃ 内容 濃い 年 なり 長い間 応援 し くれ てる 方 最近 知っ くれ 方 本当に ありがとう 0 年 目 ぶちかます これから 応援 よろしくお願いします,3
5608,389,お願い し,3
5609,390,間違え 大 先輩,3
5610,391,僕 行き 池見 特盛り 先輩,3
5611,392,お願い,3
5612,393,YouTuber 車内 やまと ゆう ゆうま あつき 編集 ひゅうが 運転 ほぼ 全員 違う 音 聞い 違う こと し てる コム ドット 早く 売れ ふつう 旅行 行き,3
5613,394,池見 くん ベンツ 前 自分 車 みたい 笑顔 ピース し て 草,3
5614,395,カルピス CM 長澤まさみ 出 死ぬ 程 売れる,3
5615,396,ゆう たは 眠たい 隣 人 よっ かかる みんな 電車 見つけ 隣 座ろ,3
5616,397,美容室 三 人 楽しく 行っ き コムドットポーズ いい ない,3
5617,398,重たい 一重 マン,3
5618,399,潰さ れ え の その 嘘 何 回,3
5619,400,裏 あむ ぎり,3
5620,401,冷房 寒い 小心 者 何 言え ゆうま とっ 行動,3
5621,402,まえっさん ひゅうが カメラマン 大切さ まえっさん 画角 素晴らし さ YouTuber なっ 尊敬,3
5622,403,絶対 生茶,3
5623,404,家 カレー 美味しい おふくろの味 トトロシュークリーム,3
5624,405,コンフロスティー 甘く なっ 牛乳 うま,3
5625,406,最近 外 キャンプ し ハンモック 寝 し 思っ しまう 気温 気 持ち い,3
5626,407,あ むぎ 背 低 0 番 おっさん の どう し いい,3
5627,408,オニオン サーモン すっごい 美味しい なんで 玉ねぎ サーモン 合う ん 類,3
5628,409,なん その 嘘,3
5629,410,TikTok 始め 要望 応え おもろい 飯テロ さ 加え 上げ いき 試み てる フォロー 頼ん メンバー 0 同 お願い し てる みたい,3
5630,411,コム ドット リーダー まとっ 尋常,3
5631,412,チンジャオロース ピーマン うまい 飯テロ チンジャオロース,3
5632,413,世界 一番 笑っ て by ひゅうが wwwwwwwwwwwwww,3
5633,414,深夜 餃子 0 番 うまい,3
5634,415,大 成功 し てる 結局,3
5635,416,ブワー 煙 でん いこ なくそ,3
5636,417,今 現 段階 持っ て わかん その 質問 答え られ 現実的 持っ て けだし,3
5637,418,誰 もこみち ボビーオロゴン,3
5638,419,ジュワッ 言わ いこ なくそ,3
5639,420,おれ 肌 黒いっ てこ,3
5640,421,海 景色 取ろ し 金網 邪魔 さ れ そが,3
5641,422,これ おもろい,3
5642,423,おもろい ツイート 待っ 笑,3
5643,424,おもろく つい,3
5644,425,あ むぎ りの 隠れ 好 プレイ 見逃し いけ いつも お 疲れ さん,3
5645,426,たくみ かう みたい 言う,3
5646,427,言っ て 絶対,3
5647,428,遊び 行っ み なっ てる,3
5648,429,AV キャラ きつい,3
5649,430,幸せ,3
5650,431,お 疲れ リーダー,3
5651,432,ゆう 0 番 かわいい わから,3
5652,433,それ おもろい,3
5653,434,僕 中 ヤンキー 池見 くん ヤンキー かっこよく 最高,3
5654,435,コム ドット Tシャツ やっぱり 良い もん,3
5655,436,ありがとう,3
5656,437,これ 成長 0歳 0歳,3
5657,438,ありがとう よろしくお願いします,3
5658,439,もぐ やまと,3
5659,440,勘弁 し ください,3
5660,441,トイレ 行っ ん 使用 後 必ず 水 流し ください 張り紙 貼っ あっ 流し 忘れる わけ 小馬鹿 し トイレ 終わり 流そ 試みる センサー 勝手 流れ いっ 張り紙 忘れ あげ ください 彼 ずっと 恥ずかしい 思い し,3
5661,442,ゆ うた 変顔 おれ 大好き,3
5662,443,かゆい,3
5663,444,大変 なゆ うた,3
5664,445,アイコン 寿司 シャリ ネタ 切れ目 変わん なく 変,3
5665,446,俺 変 奴 付き合っ ん し,3
5666,447,なんで 俺 ライン 名前 中学 ずっと それ ん 笑 時 止まっ てん の クソハゲイケメン,3
5667,448,性癖 すごい じゃあ,3
5668,449,最近 暑 すぎ 汗 すごい 頭 タオル 巻い バイト し てる ん なんか いつも 汗 かく 思っ タオル ぶ厚かっ,3
5669,450,自転車 えぐい パンク 仕方 し てる 漕い でる そのまま,3
5670,451,0時 間 考える,3
5671,452,幅 企画 出し,3
5672,453,最近 わかん ん 0時 起き 散歩 し ちゃう ん 無意識,3
5673,454,最近 鼻 詰まっ て なに 飲ん 味 薄い なっ 思っ て とうとう さっき 飲ん 飲み物 ただ 水 味 し この 野郎 思っ ソファー 投げつけ しまっ 味 楽しめる いい 心から 思っ 投げ ペットボトル 天然水 書い あっ,3
5674,455,源 見れ て こと 最近 多く,3
5675,456,バイト トラック 横 乗っ て どんどん 自転車 追い 抜かさ れ いく 最近 自転車 早い 日本 技術 すげ えな 思っ て ん トラック 動い て,3
5676,457,この間 やっ い 寝坊 した 思っ めちゃめちゃ 急い 準備 し 家出 たは いい 特に なんの 予定 なかっ,3
5677,458,ジュース 買お 財布 持っ 夜中 コンビニ 向かっ ん 喉 乾い て,3
5678,459,キモ さ,3
5679,460,昔 写真 撮っ 思い出 場所 写真 撮れ よかっ,3
5680,461,やまと まじ すまん もう やん,3
5681,462,オフ会 お 疲れ した ゆうまちゃん お 腹いっぱい お ねむ,3
5682,463,ものすごく 疲れ 家 帰っ 風呂 沸かし くれ 母親 頼ん 母親 風呂 沸い 言わ れ 思う まま 湯船 飛び込ん 沸い て 甘え すみません 息子 ひゅうが 成長 し,3
5683,464,兄ちゃん 最近 誕生 日 兄ちゃん 話し 兄ちゃん 最近 やたら 頑張っ てる YouTube 応援 し くれ てる の あんなに 頑張っ て かなわ 思っ 頑張っ てる 兄ちゃん 見る まだ 応援 じゃなくて 負け たくない 思っ しまう 兄ちゃん 勝て そう ない ちくしょう め,3
5684,465,きょう きょう おめでとう,3
5685,466,その 0 人 かっこいい,3
5686,467,クワガタ 捕まえ とうとう 始まり 今年 夏,3
5687,468,おもれ え 笑,3
5688,469,四葉のクローバー みっけ 今日 いい 日 なり そう,3
5689,470,肉 切る 小さく 見える もん,3
5690,471,これ 美味し そう 今度 食べ みる する,3
5691,472,今日 猫 よく 見かけ 日,3
5692,473,優しく 大きい,3
5693,474,ツバメの巣 見つけ,3
5694,475,本当に ありがとう,3
5695,476,シャンクス 髪型 し,3
5696,477,ファンモン アルバム 表紙 なり,3
5697,478,0 万人 いん 一流 ぉ,3
5698,479,クソ ガキ 調子付い ん,3
5699,480,おら ゆう こら,3
5700,481,おお お,3
5701,482,すげ ー てま ありがと 絵 描い くれる の めちゃ 嬉しい,3
5702,483,おおおー めちゃめちゃ すごい 最高 神 かっ てる ありがと 本当に,3
5703,484,声 デカ すぎ 死ぬ 笑っ,3
5704,485,互いに プリン 持参,3
5705,486,やっ みる の 危ない からだ め 笑,3
5706,487,原宿 会っ 時 勝負 仕掛け 来 ぶち まわす 笑,3
5707,488,なんか 早食い する,3
5708,489,プリン 方 きつい 笑,3
5709,490,あんな ん 余裕 笑,3
5710,491,待っ て,3
5711,492,やめ とき なさい 笑,3
5712,493,気持ち 勢い 笑,3
5713,494,喉 0 年間 鍛え,3
5714,495,ボケ さ せ もらい,3
5715,496,喉 取れる 笑,3
5716,497,ここに 才能 持っ 産まれ,3
5717,498,勝てる わけ ない かやき,3
5718,499,想像 上 行か せ もらい,3
5719,500,頑張り 笑,3
5720,501,本当に 挑み,3
5721,502,プリン 早食い 世界新記録 樹立 僕 名前 吸い込み 田 ギネス記録 早い 思っ 方 素直 RT 人間 素直 0 番 バズ らし くれー い,3
5722,503,本当に 誰 やっ ん もう やめ くれ 見つけ 怪我 ゃすまされないわもうそろ,3
5723,504,0 番 おもろい,3
5724,505,それ 是非 コム レンジャー 垢 作る 笑,3
5725,506,今日 寂しく 0 人 山手線 やっ み,3
5726,507,一人 動画 撮っ てる なんか 笑っ ちな うん よね 笑,3
5727,508,自分 動画 撮っ てる わら くる ん 笑,3
5728,509,もー なん つっこん うん 最近 笑,3
5729,510,今日 まじめ 撮っ み,3
5730,511,友達 0 人 誰 仕業,3
5731,512,幽霊 白書 浦飯幽助 すぎ,3
5732,513,新庄 歯,3
5733,514,ほんと 白く なっ 来 よかっ,3
5734,515,絶対 やっ ダメ,3
5735,516,なんか つっこま れ ん なっ 思っ 笑っ しまっ 笑,3
5736,517,登場 する おもろい ん よねやま とっ 笑,3
5737,518,あいつ 出 来る タイミング きしょ すぎ 笑笑 ありがとう,3
5738,519,いつ 来る わか なく ヒヤヒヤ し み ちゃっ ん 笑笑,3
5739,520,0時 間 日 サロ 生活 終え 分かっ こと 話し これ 以上 被害 出し 日焼け する 予定 ある 方 絶対 見 ください,3
5740,521,毎日 投稿,3
5741,522,怖がら せ しまっ ごめん 笑 ふざけ ちゃっ 笑 出 くる よう 考え 寝,3
5742,523,案外 ん かや 笑,3
5743,524,怖い これ,3
5744,525,びっくり し ほんと やら れ,3
5745,526,まじ なに まずい そんな こと し イタズラ した だれ なん,3
5746,527,おお せっちゃん 思っ 笑 ゆ うた 会い 思っ の 笑,3
5747,528,これだけ 特別 他 パンツ 全部 ねずみ色,3
5748,529,いやー 考える おれ なに 考え し ゆた ちゃん,3
5749,530,やっと でき 笑夏 冬 なん 笑,3
5750,531,この 頃 戻り,3
5751,532,ツイッター w なのかな 笑 じゃなくて,3
5752,533,そんな ん なっ てる 笑,3
5753,534,なんか 嬉し 笑,3
5754,535,派手 ん これ 笑,3
5755,536,これ パンツ ん 笑,3
5756,537,水着 っぽい パンツ ん これ 笑,3
5757,538,楽しみ し て,3
5758,539,やっと 投稿 し 笑 この 色 戻り ポーズインキャ すぎ,3
5759,540,ツイッター 方 よろしく まあ 初 投稿 使い方 わから すぎ wwwwwww,3
5760,541,ツイッター 開設 し の かかわら しぶり しぶっ 等々 初 投稿 この 写真 0 年 夏 そう 去年 夏 写真 携帯 シャッター 向け られ おれ 戸惑っ とっ ポーズ これ まさか この ポーズ あんなに 流行る 知ら おれ この ポーズ とっ 始めて ツイート 詩人 憧れ インキャ,3
5761,0,逆 鬼ごっこ オフショット 今日 見,4
5762,1,会い 襤,4
5763,2,ありがとう,4
5764,3,年内 目標 チャンネル 登録 0 万人 達成 自分 心 負け そう なる 時 あっ いつも みんな 鼓舞 し あっ 頑張っ き 自分 人生 中 この 達成 大きな 財産 なり 本当にありがとうございました コム ドット 0 万人 達成 コム ドット 有言実行,4
5765,4,今日 めちゃめちゃ 頭 痛い ん 同じ 人 い 低気圧 0 月,4
5766,5,,4
5767,6,チャンネル 登録者 運動会 終了 輝け 大人 青春,4
5768,7,自分 本当に 写真 撮ら ん 実感 唯一 最近 撮っ 写真,4
5769,8,すげ ー,4
5770,9,コムミンゴウィーク 楽しかっ 襤 ありがとう,4
5771,10,チャンネル 登録者 0 万人 達成 最近 色々 ランキング 0 位 コム ドット 名前 上がっ いる の み 本当に 感謝 し い 年内 目標 向け こっ ガツガツ 頑張り コム ドット 正念場,4
5772,11,あ むぎ カレー,4
5773,12,自分 洗濯 できないよ,4
5774,13,みんな こむ ま ぐ 見 くれ 樂 くれ ま ぐのみなさんありがとうございました,4
5775,14,花粉症 ない はず ん,4
5776,15,今 我慢 する,4
5777,16,辛く,4
5778,17,どう 乗り越える の 正解 ん,4
5779,18,これ 掻い いい 笑,4
5780,19,詳しく 俺 花粉症 なのかな,4
5781,20,なん 言っ て,4
5782,21,それ 0 番 いい,4
5783,22,俺 花粉症 はず ん,4
5784,23,今 花粉 飛ん でる めっちゃ 目 痒い ん 花粉 飛ん でる,4
5785,24,ありがとう,4
5786,25,パーカー 楽 いい 襤,4
5787,26,それ めっちゃ 最高,4
5788,27,お疲れ様,4
5789,28,俺 昼ごはん おにぎり,4
5790,29,有意義 午後 し,4
5791,30,指 気 つけ 奈,4
5792,31,今日 気温 気持ちいい お 疲れ さん,4
5793,32,すげ ー 頑張っ,4
5794,33,こっち 曇っ おり 藍,4
5795,34,優雅 辰,4
5796,35,お互い 頑張り,4
5797,36,カレー めっちゃ いい,4
5798,37,俺 イカ ゲーム 見 始め 辰,4
5799,38,朝 おつかれさん,4
5800,39,0 番 上手い タイプ やつ,4
5801,40,マジで 頑張れ それ,4
5802,41,今日 外 涼しく 気持ちいい 外 歩く の 楽しい これから 撮影 皆さん 何 し,4
5803,42,NYLON 出,4
5804,43,コム ドット 0 周年 数えきれない 人達 支え もらい 0 年間 活動 する こと でき もっともっと 0 人 頑張り コム ドット 0歳,4
5805,44,Twitter 限定 沖縄 海 綺麗 加工 し て 草,4
5806,45,Twitter 何 載せれ いい ん こー ゆうの インスタ,4
5807,46,今回 僕達 コム ドット 関西コレクション シークレット ゲスト 参加 さ せ いただき 今 見 こと ない 景色 目の当たり し 興奮 し 友達 親 思いっきり 自慢 でき そう また 呼ん いただける よう 頑張り コム ドット え,4
5808,47,スカイドットコラボウィーク 終了 この 歳 なっ 思いっきり 青春 出来る 思わ いつも さらに YouTube 心から 楽しん 0 週間 襤 スカイピース 大好き スカイドット お 疲れ,4
5809,48,Twitter 久しぶり 最近 0 番 顔色 いい 写真,4
5810,49,お 待た せ し ついに 樂樂 樂,4
5811,50,,4
5812,51,めっちゃ 俺 ら 降っ き てる 笑,4
5813,52,無理やり すぎ 笑え,4
5814,53,付き添い 一緒 映っ ちゃっ すいません ありがとう,4
5815,54,わき くん ありがとう 鸞,4
5816,55,けーすけ 君,4
5817,56,ありがとう,4
5818,57,ありがとう,4
5819,58,ありがとう 康 ちゃん,4
5820,59,ありがとう,4
5821,60,コムドットチャンネル 登録者 0 万人 突破 みなさん 本当に ありがとう 年内 目標 達成 する こと でき の 間違い みなさんのおかげです これから 楽しく YouTube コム ドット 有言実行,4
5822,61,辰,4
5823,62,みんな 月曜日 お疲れ様 ゆっくり 休ん ください 辰 写真 かっこいい なんとなく つけ,4
5824,63,朝 動く 0 日 長く 感じ 良い 気持ち 的 頑張っ てる 感 ある,4
5825,64,おはよう 辰,4
5826,65,俺 その 方 早い 気 する,4
5827,66,送り 方 わから やまと 直接 送れ いい,4
5828,67,ゆうま 起き ー おととい 写真 草,4
5829,68,,4
5830,69,ハンマーヘッド ゆう,4
5831,70,閉店 ガラガラ,4
5832,71,梅雨 くる の 嫌,4
5833,72,めっちゃ 他人扱い,4
5834,73,メンバー 勢揃い,4
5835,74,目 よく 見る 怖い コムルン,4
5836,75,久しぶり 乗っ 新幹線,4
5837,76,おめでとう もっ 襤,4
5838,77,それ,4
5839,78,あったかく いい,4
5840,79,ありがとう,4
5841,80,男気じゃんけん GUCCI,4
5842,81,いい,4
5843,82,,4
5844,83,ありがとう 襤,4
5845,84,,4
5846,85,YouTuber 最高 HIKAKIN さん 本当にありがとうございました 一生 乗り回す,4
5847,86,,4
5848,87,スター 写真 撮っ ちまっ その 名 通り 無敵 人 革命 コラボウィーク 折り返し,4
5849,88,ふくれな ちゃん コラボ 動画 ダブル 急上昇 襤 久しぶり 急上昇 載っ ココロオドッテオリマス みんな 本当に ありがとう,4
5850,89,今日 浦田 カーディガン 羽織っ 白 シャツ in し スラックス 足 通し いる 俺 クリエイティブ しょ感 ムンムン 出て あちこち 痛い,4
5851,90,ありがとう,4
5852,91,ありがとう もちお 襤,4
5853,92,昨日 0歳 なり 誕生日 っぽい 写真 何 ない 今年 たくさん 頑張ろ 朗 お祝い し くれ 皆さん 本当にありがとうございました,4
5854,93,ぬか 驚き 草,4
5855,94,初見 ありがとう 襤,4
5856,95,外 どんどん 暖かく なっ いく,4
5857,96,そ ー ゆうの あり なっ 笑,4
5858,97,ほぼ オフショット,4
5859,98,エスポ 0 万 人 だー だいぶ 昔 写真 これから よろしくお願いします エスポ 0 万 人 エスポ,4
5860,99,寝 大仏,4
5861,100,オフショット,4
5862,101,オフドット 的,4
5863,102,コム ドット 革命,4
5864,103,笑笑,4
5865,104,コム ドット,4
5866,105,チャンネル 登録者 数 0 万人 突破 コム ドット かっこ,4
5867,106,本当にありがとうございました,4
5868,107,ゆう J ありがとう,4
5869,108,ちばしん ありがとう,4
5870,109,こうくん ありがとう,4
5871,110,ひろ とく ありがとう 朗咽 嵐,4
5872,111,ぎっ し ー ありがとう,4
5873,112,あり どう うううう 嵐,4
5874,113,ありがとう 咽,4
5875,114,ありがと ううう,4
5876,115,し ばー ありがとう ー,4
5877,116,はん くん ありがとう ご あ 嵐,4
5878,117,けーすけ くん ありがとう,4
5879,118,ありがとう,4
5880,119,ありがとう 咽嵐,4
5881,120,ありがとう 嵐,4
5882,121,あり どう ううう,4
5883,122,ありがとう,4
5884,123,コムドットチャンネル 登録者 0 万人 達成 感無量 言葉 初めて 超え 人生 絶頂 この 先 YouTube 楽しむ ー コム ドット 0 万人 達成,4
5885,124,やまと ごめん 襤,4
5886,125,,4
5887,126,凄い よく わかっ 笑,4
5888,127,アプリ 技術 向上 凄,4
5889,128,え がち 間違え ごめん,4
5890,129,おめでとう あ むぎ りす 朗,4
5891,130,さすが 完敗 ん,4
5892,131,やっ ついに 急上昇 0 位 みんな 本当に いつも ありがとう コム ドット 急上昇 0 位,4
5893,132,コメント ありがとう 仲野 さん いつも 拝見 さ せ いただい あけましておめでとうございます,4
5894,133,ルングア 下,4
5895,134,あけましておめでとうございます 今年 コム ドット こと よろしくお願いします,4
5896,135,めちゃめちゃ クリスマス 感じ れる みんな 見 聴い ください 辰,4
5897,136,鏡 バカ デカ かっ,4
5898,137,嵐,4
5899,138,浪,4
5900,139,僕達 コム ドット,4
5901,140,今年 始まっ ずっと 目標 掲げ い 年内 チャンネル 登録者 0 万 人 しっかり 達成 し これ 僕達 達成 し の 間違い いつも 応援 し くれ いる みんな 協力 大きい みんな やっ やっ コム ドット 有言実行,4
5902,141,ストレートパーマ かけ 0 週間 後 ツイスト スパイラル かけ,4
5903,142,歌舞伎町 歩い そう 偏見,4
5904,143,寒い 寒い の 好きだ 寒 すぎる,4
5905,144,ストレートパーマ まじ 真っ直ぐ なる,4
5906,145,雲 な さ すぎ もはや 宇宙 みえる,4
5907,146,やばい ところ 来 ちゃっ 0 年間 進み 続け 着い 場所 さすが 余韻,4
5908,147,紐 出 てる,4
5909,148,0 着る 0 年 生まれ,4
5910,149,これ アメ,4
5911,150,,4
5912,151,コム ドット 0 周年 ここ 支え き くれ たくさん 方々 感謝 忘れ 0 年 目 飛躍 できる よう ガチガチ 頑張る ゼェェ 事務所 所属 し,4
5913,152,写真 撮ろ しら 流木 つまずい イラッと し ぶん投げ やっ,4
5914,153,助手席 さいこー,4
5915,154,適度 運動,4
5916,155,体育祭 お つかれ,4
5917,156,筋肉痛 さらに 感じる,4
5918,157,仲良し,4
5919,158,身長 低い,4
5920,159,のんびり 上り な! 笑,4
5921,160,さん きゅう,4
5922,161,ありがとう,4
5923,162,適度 やる とき もち いい,4
5924,163,うぇーい 襤,4
5925,164,やっ,4
5926,165,ありがと,4
5927,166,現役 なかっ さらに 落ち,4
5928,167,あれ 限界 笑,4
5929,168,なんか できるかな 俺 樂,4
5930,169,それ ー,4
5931,170,最近 運動 し てる ん なかなか 気持ちいい 体力 な さ すぎ 普通 無理,4
5932,171,ありがとう,4
5933,172,コム ドット 初 急上昇 みんな おかげ ぁぁぁぁぁ これから ぐいぐい 乗る とこ みたい 期待 し 待っ て 襤 コム ドット 初 急上昇,4
5934,173,昔 海 好き 見る 別,4
5935,174,TEAM,4
5936,175,お 待た せ し コム ドット KANGOL REWORD コラボ Tシャツ パーカー 本日 受注 開始 なり 受注 締め切り 0 0 木 0時 0分 初めて コラボ みんな カッコ よく 着こなし 姿 見 襤 詳細 こちら,4
5937,176,あ ちい,4
5938,177,報告 この 度 KANGOL REWARD 様 コラボ さ せ いただける こと なり 完全 受注 生産 0 月 受注 開始予定 初 グループ ブランド さん コラボ 洋服 是非 ゲット し ください 襤 KANGOL,4
5939,178,ほぼ 黒髪,4
5940,179,なん うい 気 し 笑,4
5941,180,めちゃ 笑い 笑,4
5942,181,今 アイラブユー 聴い,4
5943,182,やっぱ 周 君 天才的 ああ この 歌い いよ あああああああ,4
5944,183,やっぱ 晴れ 気持ち 穏やか なる 暑い の 嫌い いい 感じ 晴れ 笑,4
5945,184,日向 出る 必ず 日陰 通る 何事,4
5946,185,男 ん 女なん みたい 考え わかる ところ もちろん ある 理解 でき とこ 同じ ある 閭,4
5947,186,人 0 人 生き いけ 周り 支え られ 生き てる よく 聞く てこ 逆 自分 誰か 支え なっ てる こと よっしゃ 編集 しよ,4
5948,187,じゃんけん 最初 グーっ 始める 大人 最初 グーっ 言っ ゃんけんしてるのちょっとかわいいよな,4
5949,188,梅雨 入っ 頭 ぼーっ する 季節 変わり目 渋い 夏 雨 降る,4
5950,189,やっ しまっ ー,4
5951,190,自分 普通 相手 普通 限ら よ 価値 観 押し 付け やめよ,4
5952,191,動画投稿 頑張ろ みんな いつも ありがとう,4
5953,192,ファン 子 送っ 来 くれ やつ ん まじ こんな 感じ 俺,4
5954,193,草,4
5955,194,髪の毛 染め 猟奇 的 目,4
5956,195,寝不足 確定 演出 草 生え てる 今,4
5957,196,チャンネル 登録者 0 万 人 邏 全て 人 本当に いつも ありがとう,4
5958,197,昨 日道 歩 小学生 別に 君 求めて ない 言っ て 香水 すげ えな なっ 降水量 すごかっ,4
5959,198,新しい ケータイ 0 0 画 角 し 顔 近づけ 撮る めっちゃ 面白く なる,4
5960,199,め ー ん ん,4
5961,200,今 調べ て ん それ ない みたい,4
5962,201,やまと CCレモン 買っ き っ 言わ れる 夢見 夢占い 的 これ どー ゆう意味 ん,4
5963,202,めっちゃ おもろい 動画 出て きた,4
5964,203,懐かしい 写真 掘り出し き,4
5965,204,俺 ネギ お前 ゴボウ 俺 エビ お前 どじょう 俺 WAVY やまと 千賀,4
5966,205,テメェ 最近 デコ で Twitter き え な!,4
5967,206,気 つける 笑,4
5968,207,ありがとう,4
5969,208,そや 笑,4
5970,209,,4
5971,210,マジカヨ,4
